Agents of Atlas;Drop me a line...;15
Aginar;Hi there! Aginar on the Super Heroes Chit Chat!;16
Aginar;Ready for chitchat-ting?;16
Aginar;Drop me a line...;16
Air-Walker (Gabriel Lan);Hi there! Air-Walker (Gabriel Lan) on the Super Heroes Chit Chat!;17
Air-Walker (Gabriel Lan);Ready for chitchat-ting?;17
Air-Walker (Gabriel Lan);Drop me a line...;17
Ajak;Hi there! Ajak on the Super Heroes Chit Chat!;18
Ajak;Ready for chitchat-ting?;18
Ajak;Drop me a line...;18
Ajaxis;Hi there! Ajaxis on the Super Heroes Chit Chat!;19
Ajaxis;Ready for chitchat-ting?;19
Ajaxis;Drop me a line...;19
Akemi;Hi there! Akemi on the Super Heroes Chit Chat!;20
Akemi;Ready for chitchat-ting?;20
Akemi;Drop me a line...;20
Alain;Hi there! Alain on the Super Heroes Chit Chat!;21
Alain;Ready for chitchat-ting?;21
Alain;Drop me a line...;21
Albert Cleary;Hi there! Albert Cleary on the Super Heroes Chit Chat!;22
Albert Cleary;Ready for chitchat-ting?;22
Albert Cleary;Drop me a line...;22
Albion;Hi there! Albion on the Super Heroes Chit Chat!;23
Albion;Ready for chitchat-ting?;23
Albion;Drop me a line...;23
Alex Power;Hi there! Alex Power on the Super Heroes Chit Chat!;24
Alex Power;Ready for chitchat-ting?;24
Alex Power;Drop me a line...;24
Alex Wilder;Hi there! Alex Wilder on the Super Heroes Chit Chat!;25
Alex Wilder;Ready for chitchat-ting?;25
Alex Wilder;Drop me a line...;25
Alexa Mendez;Hi there! Alexa Mendez on the Super Heroes Chit Chat!;26
Alexa Mendez;Ready for chitchat-ting?;26
Alexa Mendez;Drop me a line...;26
Alexander Pierce;Hi there! Alexander Pierce on the Super Heroes Chit Chat!;27
Alexander Pierce;Ready for chitchat-ting?;27
Alexander Pierce;Drop me a line...;27
Alice;Hi there! Alice on the Super Heroes Chit Chat!;28
Alice;Ready for chitchat-ting?;28
Alice;Drop me a line...;28
Alicia Masters;Hi there! Alicia Masters on the Super Heroes Chit Chat!;29
Alicia Masters;Ready for chitchat-ting?;29
Alicia Masters;Drop me a line...;29
Alpha Flight;Hi there! Alpha Flight on the Super Heroes Chit Chat!;30
Alpha Flight;Ready for chitchat-ting?;30
Alpha Flight;Drop me a line...;30
Alpha Flight (Ultimate);Hi there! Alpha Flight (Ultimate) on the Super Heroes Chit Chat!;31
Alpha Flight (Ultimate);Ready for chitchat-ting?;31
Alpha Flight (Ultimate);Drop me a line...;31
Alvin Maker;Hi there! Alvin Maker on the Super Heroes Chit Chat!;32
Alvin Maker;Ready for chitchat-ting?;32
Alvin Maker;Drop me a line...;32
Amadeus Cho;Hi there! Amadeus Cho on the Super Heroes Chit Chat!;33
Amadeus Cho;Ready for chitchat-ting?;33
Amadeus Cho;Drop me a line...;33
Amanda Sefton;Hi there! Amanda Sefton on the Super Heroes Chit Chat!;34
Amanda Sefton;Ready for chitchat-ting?;34
Amanda Sefton;Drop me a line...;34
Amazoness;Hi there! Amazoness on the Super Heroes Chit Chat!;35
Amazoness;Ready for chitchat-ting?;35
Amazoness;Drop me a line...;35
American Eagle (Jason Strongbow);Hi there! American Eagle (Jason Strongbow) on the Super Heroes Chit Chat!;36
American Eagle (Jason Strongbow);Ready for chitchat-ting?;36
American Eagle (Jason Strongbow);Drop me a line...;36
Amiko;Hi there! Amiko on the Super Heroes Chit Chat!;37
Amiko;Ready for chitchat-ting?;37
Amiko;Drop me a line...;37
Amora;Hi there! Amora on the Super Heroes Chit Chat!;38
Amora;Ready for chitchat-ting?;38
Amora;Drop me a line...;38
Amphibian (Earth-712);Hi there! Amphibian (Earth-712) on the Super Heroes Chit Chat!;39
Amphibian (Earth-712);Ready for chitchat-ting?;39
Amphibian (Earth-712);Drop me a line...;39
Amun;Hi there! Amun on the Super Heroes Chit Chat!;40
Amun;Ready for chitchat-ting?;40
Amun;Drop me a line...;40
Ancient One;Hi there! Ancient One on the Super Heroes Chit Chat!;41
Ancient One;Ready for chitchat-ting?;41
Ancient One;Drop me a line...;41
Ancient One (Ultimate);Hi there! Ancient One (Ultimate) on the Super Heroes Chit Chat!;42
Ancient One (Ultimate);Ready for chitchat-ting?;42
Ancient One (Ultimate);Drop me a line...;42
Angel (Thomas Halloway);Hi there! Angel (Thomas Halloway) on the Super Heroes Chit Chat!;43
Angel (Thomas Halloway);Ready for chitchat-ting?;43
Angel (Thomas Halloway);Drop me a line...;43
Angel (Ultimate);Hi there! Angel (Ultimate) on the Super Heroes Chit Chat!;44
Angel (Ultimate);Ready for chitchat-ting?;44
Angel (Ultimate);Drop me a line...;44
Angel (Warren Worthington III);Hi there! Angel (Warren Worthington III) on the Super Heroes Chit Chat!;45
Angel (Warren Worthington III);Ready for chitchat-ting?;45
Angel (Warren Worthington III);Drop me a line...;45
Anita Blake;Hi there! Anita Blake on the Super Heroes Chit Chat!;46
Anita Blake;Ready for chitchat-ting?;46
Anita Blake;Drop me a line...;46
Anne Marie Hoag;Hi there! Anne Marie Hoag on the Super Heroes Chit Chat!;47
Anne Marie Hoag;Ready for chitchat-ting?;47
Anne Marie Hoag;Drop me a line...;47
Annihilus;Hi there! Annihilus on the Super Heroes Chit Chat!;48
Annihilus;Ready for chitchat-ting?;48
Annihilus;Drop me a line...;48
Anole;Hi there! Anole on the Super Heroes Chit Chat!;49
Anole;Ready for chitchat-ting?;49
Anole;Drop me a line...;49
Ant-Man (Eric O'Grady);Hi there! Ant-Man (Eric O'Grady) on the Super Heroes Chit Chat!;50
Ant-Man (Eric O'Grady);Ready for chitchat-ting?;50
Ant-Man (Eric O'Grady);Drop me a line...;50
Ant-Man (Scott Lang);Hi there! Ant-Man (Scott Lang) on the Super Heroes Chit Chat!;51
Ant-Man (Scott Lang);Ready for chitchat-ting?;51
Ant-Man (Scott Lang);Drop me a line...;51
Anthem;Hi there! Anthem on the Super Heroes Chit Chat!;52
Anthem;Ready for chitchat-ting?;52
Anthem;Drop me a line...;52
Apocalypse;Hi there! Apocalypse on the Super Heroes Chit Chat!;53
Apocalypse;Ready for chitchat-ting?;53
Apocalypse;Drop me a line...;53
Apocalypse (Ultimate);Hi there! Apocalypse (Ultimate) on the Super Heroes Chit Chat!;54
Apocalypse (Ultimate);Ready for chitchat-ting?;54
Apocalypse (Ultimate);Drop me a line...;54
Aqueduct;Hi there! Aqueduct on the Super Heroes Chit Chat!;55
Aqueduct;Ready for chitchat-ting?;55
Aqueduct;Drop me a line...;55
Arachne;Hi there! Arachne on the Super Heroes Chit Chat!;56
Arachne;Ready for chitchat-ting?;56
Arachne;Drop me a line...;56
Arana;Hi there! Arana on the Super Heroes Chit Chat!;57
Arana;Ready for chitchat-ting?;57
Arana;Drop me a line...;57
Arcade;Hi there! Arcade on the Super Heroes Chit Chat!;58
Arcade;Ready for chitchat-ting?;58
Arcade;Drop me a line...;58
Arcana;Hi there! Arcana on the Super Heroes Chit Chat!;59
Arcana;Ready for chitchat-ting?;59
Arcana;Drop me a line...;59
Archangel;Hi there! Archangel on the Super Heroes Chit Chat!;60
Archangel;Ready for chitchat-ting?;60
Archangel;Drop me a line...;60
Arclight;Hi there! Arclight on the Super Heroes Chit Chat!;61
Arclight;Ready for chitchat-ting?;61
Arclight;Drop me a line...;61
Ares;Hi there! Ares on the Super Heroes Chit Chat!;62
Ares;Ready for chitchat-ting?;62
Ares;Drop me a line...;62
Argent;Hi there! Argent on the Super Heroes Chit Chat!;63
Argent;Ready for chitchat-ting?;63
Argent;Drop me a line...;63
Armadillo;Hi there! Armadillo on the Super Heroes Chit Chat!;64
Armadillo;Ready for chitchat-ting?;64
Armadillo;Drop me a line...;64
Armor (Hisako Ichiki);Hi there! Armor (Hisako Ichiki) on the Super Heroes Chit Chat!;65
Armor (Hisako Ichiki);Ready for chitchat-ting?;65
Armor (Hisako Ichiki);Drop me a line...;65
Armory;Hi there! Armory on the Super Heroes Chit Chat!;66
Armory;Ready for chitchat-ting?;66
Armory;Drop me a line...;66
Arnim Zola;Hi there! Arnim Zola on the Super Heroes Chit Chat!;67
Arnim Zola;Ready for chitchat-ting?;67
Arnim Zola;Drop me a line...;67
Arsenic;Hi there! Arsenic on the Super Heroes Chit Chat!;68
Arsenic;Ready for chitchat-ting?;68
Arsenic;Drop me a line...;68
Artiee;Hi there! Artiee on the Super Heroes Chit Chat!;69
Artiee;Ready for chitchat-ting?;69
Artiee;Drop me a line...;69
Asgardian;Hi there! Asgardian on the Super Heroes Chit Chat!;70
Asgardian;Ready for chitchat-ting?;70
Asgardian;Drop me a line...;70
Askew-Tronics;Hi there! Askew-Tronics on the Super Heroes Chit Chat!;71
Askew-Tronics;Ready for chitchat-ting?;71
Askew-Tronics;Drop me a line...;71
Asylum;Hi there! Asylum on the Super Heroes Chit Chat!;72
Asylum;Ready for chitchat-ting?;72
Asylum;Drop me a line...;72
Atlas (Team);Hi there! Atlas (Team) on the Super Heroes Chit Chat!;73
Atlas (Team);Ready for chitchat-ting?;73
Atlas (Team);Drop me a line...;73
Aurora;Hi there! Aurora on the Super Heroes Chit Chat!;74
Aurora;Ready for chitchat-ting?;74
Aurora;Drop me a line...;74
Avalanche;Hi there! Avalanche on the Super Heroes Chit Chat!;75
Avalanche;Ready for chitchat-ting?;75
Avalanche;Drop me a line...;75
Avengers;Hi there! Avengers on the Super Heroes Chit Chat!;76
Avengers;Ready for chitchat-ting?;76
Avengers;Drop me a line...;76
Avengers (Ultimate);Hi there! Avengers (Ultimate) on the Super Heroes Chit Chat!;77
Avengers (Ultimate);Ready for chitchat-ting?;77
Avengers (Ultimate);Drop me a line...;77
Azazel (Mutant);Hi there! Azazel (Mutant) on the Super Heroes Chit Chat!;78
Azazel (Mutant);Ready for chitchat-ting?;78
Azazel (Mutant);Drop me a line...;78
Banshee;Hi there! Banshee on the Super Heroes Chit Chat!;79
Banshee;Ready for chitchat-ting?;79
Banshee;Drop me a line...;79
Banshee (Theresa Rourke);Hi there! Banshee (Theresa Rourke) on the Super Heroes Chit Chat!;80
Banshee (Theresa Rourke);Ready for chitchat-ting?;80
Banshee (Theresa Rourke);Drop me a line...;80
Baron Strucker;Hi there! Baron Strucker on the Super Heroes Chit Chat!;81
Baron Strucker;Ready for chitchat-ting?;81
Baron Strucker;Drop me a line...;81
Baron Zemo (Heinrich Zemo);Hi there! Baron Zemo (Heinrich Zemo) on the Super Heroes Chit Chat!;82
Baron Zemo (Heinrich Zemo);Ready for chitchat-ting?;82
Baron Zemo (Heinrich Zemo);Drop me a line...;82
Baron Zemo (Helmut Zemo);Hi there! Baron Zemo (Helmut Zemo) on the Super Heroes Chit Chat!;83
Baron Zemo (Helmut Zemo);Ready for chitchat-ting?;83
Baron Zemo (Helmut Zemo);Drop me a line...;83
Baroness S'Bak;Hi there! Baroness S'Bak on the Super Heroes Chit Chat!;84
Baroness S'Bak;Ready for chitchat-ting?;84
Baroness S'Bak;Drop me a line...;84
Barracuda;Hi there! Barracuda on the Super Heroes Chit Chat!;85
Barracuda;Ready for chitchat-ting?;85
Barracuda;Drop me a line...;85
Bart Rozum;Hi there! Bart Rozum on the Super Heroes Chit Chat!;86
Bart Rozum;Ready for chitchat-ting?;86
Bart Rozum;Drop me a line...;86
Bastion;Hi there! Bastion on the Super Heroes Chit Chat!;87
Bastion;Ready for chitchat-ting?;87
Bastion;Drop me a line...;87
Batroc the Leaper;Hi there! Batroc the Leaper on the Super Heroes Chit Chat!;88
Batroc the Leaper;Ready for chitchat-ting?;88
Batroc the Leaper;Drop me a line...;88
Battering Ram;Hi there! Battering Ram on the Super Heroes Chit Chat!;89
Battering Ram;Ready for chitchat-ting?;89
Battering Ram;Drop me a line...;89
Beak;Hi there! Beak on the Super Heroes Chit Chat!;90
Beak;Ready for chitchat-ting?;90
Beak;Drop me a line...;90
Beast;Hi there! Beast on the Super Heroes Chit Chat!;91
Beast;Ready for chitchat-ting?;91
Beast;Drop me a line...;91
Beast (Earth-311);Hi there! Beast (Earth-311) on the Super Heroes Chit Chat!;92
Beast (Earth-311);Ready for chitchat-ting?;92
Beast (Earth-311);Drop me a line...;92
Beast (Ultimate);Hi there! Beast (Ultimate) on the Super Heroes Chit Chat!;93
Beast (Ultimate);Ready for chitchat-ting?;93
Beast (Ultimate);Drop me a line...;93
Becatron;Hi there! Becatron on the Super Heroes Chit Chat!;94
Becatron;Ready for chitchat-ting?;94
Becatron;Drop me a line...;94
Bedlam;Hi there! Bedlam on the Super Heroes Chit Chat!;95
Bedlam;Ready for chitchat-ting?;95
Bedlam;Drop me a line...;95
Beef;Hi there! Beef on the Super Heroes Chit Chat!;96
Beef;Ready for chitchat-ting?;96
Beef;Drop me a line...;96
Beetle (Abner Jenkins);Hi there! Beetle (Abner Jenkins) on the Super Heroes Chit Chat!;97
Beetle (Abner Jenkins);Ready for chitchat-ting?;97
Beetle (Abner Jenkins);Drop me a line...;97
Ben Grimm;Hi there! Ben Grimm on the Super Heroes Chit Chat!;98
Ben Grimm;Ready for chitchat-ting?;98
Ben Grimm;Drop me a line...;98
Ben Parker;Hi there! Ben Parker on the Super Heroes Chit Chat!;99
Ben Parker;Ready for chitchat-ting?;99
Ben Parker;Drop me a line...;99
Ben Reilly;Hi there! Ben Reilly on the Super Heroes Chit Chat!;100
Ben Reilly;Ready for chitchat-ting?;100
Ben Reilly;Drop me a line...;100
Ben Urich;Hi there! Ben Urich on the Super Heroes Chit Chat!;101
Ben Urich;Ready for chitchat-ting?;101
Ben Urich;Drop me a line...;101
Bengal;Hi there! Bengal on the Super Heroes Chit Chat!;102
Bengal;Ready for chitchat-ting?;102
Bengal;Drop me a line...;102
Beta-Ray Bill;Hi there! Beta-Ray Bill on the Super Heroes Chit Chat!;103
Beta-Ray Bill;Ready for chitchat-ting?;103
Beta-Ray Bill;Drop me a line...;103
Betty Brant;Hi there! Betty Brant on the Super Heroes Chit Chat!;104
Betty Brant;Ready for chitchat-ting?;104
Betty Brant;Drop me a line...;104
Betty Ross;Hi there! Betty Ross on the Super Heroes Chit Chat!;105
Betty Ross;Ready for chitchat-ting?;105
Betty Ross;Drop me a line...;105
Beyonder;Hi there! Beyonder on the Super Heroes Chit Chat!;106
Beyonder;Ready for chitchat-ting?;106
Beyonder;Drop me a line...;106
Bi-Beast;Hi there! Bi-Beast on the Super Heroes Chit Chat!;107
Bi-Beast;Ready for chitchat-ting?;107
Bi-Beast;Drop me a line...;107
Big Bertha;Hi there! Big Bertha on the Super Heroes Chit Chat!;108
Big Bertha;Ready for chitchat-ting?;108
Big Bertha;Drop me a line...;108
Big Wheel;Hi there! Big Wheel on the Super Heroes Chit Chat!;109
Big Wheel;Ready for chitchat-ting?;109
Big Wheel;Drop me a line...;109
Bill Hollister;Hi there! Bill Hollister on the Super Heroes Chit Chat!;110
Bill Hollister;Ready for chitchat-ting?;110
Bill Hollister;Drop me a line...;110
Bishop;Hi there! Bishop on the Super Heroes Chit Chat!;111
Bishop;Ready for chitchat-ting?;111
Bishop;Drop me a line...;111
Bishop (Ultimate);Hi there! Bishop (Ultimate) on the Super Heroes Chit Chat!;112
Bishop (Ultimate);Ready for chitchat-ting?;112
Bishop (Ultimate);Drop me a line...;112
Black Bird;Hi there! Black Bird on the Super Heroes Chit Chat!;113
Black Bird;Ready for chitchat-ting?;113
Black Bird;Drop me a line...;113
Black Bolt;Hi there! Black Bolt on the Super Heroes Chit Chat!;114
Black Bolt;Ready for chitchat-ting?;114
Black Bolt;Drop me a line...;114
Black Bolt (Marvel War of Heroes);Hi there! Black Bolt (Marvel War of Heroes) on the Super Heroes Chit Chat!;115
Black Bolt (Marvel War of Heroes);Ready for chitchat-ting?;115
Black Bolt (Marvel War of Heroes);Drop me a line...;115
Black Cat;Hi there! Black Cat on the Super Heroes Chit Chat!;116
Black Cat;Ready for chitchat-ting?;116
Black Cat;Drop me a line...;116
Black Cat (Ultimate);Hi there! Black Cat (Ultimate) on the Super Heroes Chit Chat!;117
Black Cat (Ultimate);Ready for chitchat-ting?;117
Black Cat (Ultimate);Drop me a line...;117
Black Crow;Hi there! Black Crow on the Super Heroes Chit Chat!;118
Black Crow;Ready for chitchat-ting?;118
Black Crow;Drop me a line...;118
Black Knight (Sir Percy of Scandia);Hi there! Black Knight (Sir Percy of Scandia) on the Super Heroes Chit Chat!;119
Black Knight (Sir Percy of Scandia);Ready for chitchat-ting?;119
Black Knight (Sir Percy of Scandia);Drop me a line...;119
Black Panther;Hi there! Black Panther on the Super Heroes Chit Chat!;120
Black Panther;Ready for chitchat-ting?;120
Black Panther;Drop me a line...;120
Black Panther (Ultimate);Hi there! Black Panther (Ultimate) on the Super Heroes Chit Chat!;121
Black Panther (Ultimate);Ready for chitchat-ting?;121
Black Panther (Ultimate);Drop me a line...;121
Black Queen;Hi there! Black Queen on the Super Heroes Chit Chat!;122
Black Queen;Ready for chitchat-ting?;122
Black Queen;Drop me a line...;122
Black Tarantula;Hi there! Black Tarantula on the Super Heroes Chit Chat!;123
Black Tarantula;Ready for chitchat-ting?;123
Black Tarantula;Drop me a line...;123
Black Tom;Hi there! Black Tom on the Super Heroes Chit Chat!;124
Black Tom;Ready for chitchat-ting?;124
Black Tom;Drop me a line...;124
Black Widow;Hi there! Black Widow on the Super Heroes Chit Chat!;125
Black Widow;Ready for chitchat-ting?;125
Black Widow;Drop me a line...;125
Black Widow (LEGO Marvel Super Heroes);Hi there! Black Widow (LEGO Marvel Super Heroes) on the Super Heroes Chit Chat!;126
Black Widow (LEGO Marvel Super Heroes);Ready for chitchat-ting?;126
Black Widow (LEGO Marvel Super Heroes);Drop me a line...;126
Black Widow (Ultimate);Hi there! Black Widow (Ultimate) on the Super Heroes Chit Chat!;127
Black Widow (Ultimate);Ready for chitchat-ting?;127
Black Widow (Ultimate);Drop me a line...;127
Black Widow/Natasha Romanoff (MAA);Hi there! Black Widow/Natasha Romanoff (MAA) on the Super Heroes Chit Chat!;128
Black Widow/Natasha Romanoff (MAA);Ready for chitchat-ting?;128
Black Widow/Natasha Romanoff (MAA);Drop me a line...;128
Blackheart;Hi there! Blackheart on the Super Heroes Chit Chat!;129
Blackheart;Ready for chitchat-ting?;129
Blackheart;Drop me a line...;129
Blacklash;Hi there! Blacklash on the Super Heroes Chit Chat!;130
Blacklash;Ready for chitchat-ting?;130
Blacklash;Drop me a line...;130
Blackout;Hi there! Blackout on the Super Heroes Chit Chat!;131
Blackout;Ready for chitchat-ting?;131
Blackout;Drop me a line...;131
Blade;Hi there! Blade on the Super Heroes Chit Chat!;132
Blade;Ready for chitchat-ting?;132
Blade;Drop me a line...;132
Blastaar;Hi there! Blastaar on the Super Heroes Chit Chat!;133
Blastaar;Ready for chitchat-ting?;133
Blastaar;Drop me a line...;133
Blazing Skull;Hi there! Blazing Skull on the Super Heroes Chit Chat!;134
Blazing Skull;Ready for chitchat-ting?;134
Blazing Skull;Drop me a line...;134
Blindfold;Hi there! Blindfold on the Super Heroes Chit Chat!;135
Blindfold;Ready for chitchat-ting?;135
Blindfold;Drop me a line...;135
Blink;Hi there! Blink on the Super Heroes Chit Chat!;136
Blink;Ready for chitchat-ting?;136
Blink;Drop me a line...;136
Blizzard;Hi there! Blizzard on the Super Heroes Chit Chat!;137
Blizzard;Ready for chitchat-ting?;137
Blizzard;Drop me a line...;137
Blob;Hi there! Blob on the Super Heroes Chit Chat!;138
Blob;Ready for chitchat-ting?;138
Blob;Drop me a line...;138
Blob (Ultimate);Hi there! Blob (Ultimate) on the Super Heroes Chit Chat!;139
Blob (Ultimate);Ready for chitchat-ting?;139
Blob (Ultimate);Drop me a line...;139
Blockbuster;Hi there! Blockbuster on the Super Heroes Chit Chat!;140
Blockbuster;Ready for chitchat-ting?;140
Blockbuster;Drop me a line...;140
Blok;Hi there! Blok on the Super Heroes Chit Chat!;141
Blok;Ready for chitchat-ting?;141
Blok;Drop me a line...;141
Bloke;Hi there! Bloke on the Super Heroes Chit Chat!;142
Bloke;Ready for chitchat-ting?;142
Bloke;Drop me a line...;142
Blonde Phantom;Hi there! Blonde Phantom on the Super Heroes Chit Chat!;143
Blonde Phantom;Ready for chitchat-ting?;143
Blonde Phantom;Drop me a line...;143
Bloodaxe;Hi there! Bloodaxe on the Super Heroes Chit Chat!;144
Bloodaxe;Ready for chitchat-ting?;144
Bloodaxe;Drop me a line...;144
Bloodscream;Hi there! Bloodscream on the Super Heroes Chit Chat!;145
Bloodscream;Ready for chitchat-ting?;145
Bloodscream;Drop me a line...;145
Bloodstorm;Hi there! Bloodstorm on the Super Heroes Chit Chat!;146
Bloodstorm;Ready for chitchat-ting?;146
Bloodstorm;Drop me a line...;146
Bloodstrike;Hi there! Bloodstrike on the Super Heroes Chit Chat!;147
Bloodstrike;Ready for chitchat-ting?;147
Bloodstrike;Drop me a line...;147
Blue Blade;Hi there! Blue Blade on the Super Heroes Chit Chat!;148
Blue Blade;Ready for chitchat-ting?;148
Blue Blade;Drop me a line...;148
Blue Marvel;Hi there! Blue Marvel on the Super Heroes Chit Chat!;149
Blue Marvel;Ready for chitchat-ting?;149
Blue Marvel;Drop me a line...;149
Blue Shield;Hi there! Blue Shield on the Super Heroes Chit Chat!;150
Blue Shield;Ready for chitchat-ting?;150
Blue Shield;Drop me a line...;150
Blur;Hi there! Blur on the Super Heroes Chit Chat!;151
Blur;Ready for chitchat-ting?;151
Blur;Drop me a line...;151
Bob, Agent of Hydra;Hi there! Bob, Agent of Hydra on the Super Heroes Chit Chat!;152
Bob, Agent of Hydra;Ready for chitchat-ting?;152
Bob, Agent of Hydra;Drop me a line...;152
Boom Boom;Hi there! Boom Boom on the Super Heroes Chit Chat!;153
Boom Boom;Ready for chitchat-ting?;153
Boom Boom;Drop me a line...;153
Boomer;Hi there! Boomer on the Super Heroes Chit Chat!;154
Boomer;Ready for chitchat-ting?;154
Boomer;Drop me a line...;154
Boomerang;Hi there! Boomerang on the Super Heroes Chit Chat!;155
Boomerang;Ready for chitchat-ting?;155
Boomerang;Drop me a line...;155
Box;Hi there! Box on the Super Heroes Chit Chat!;156
Box;Ready for chitchat-ting?;156
Box;Drop me a line...;156
Bride of Nine Spiders (Immortal Weapons);Hi there! Bride of Nine Spiders (Immortal Weapons) on the Super Heroes Chit Chat!;157
Bride of Nine Spiders (Immortal Weapons);Ready for chitchat-ting?;157
Bride of Nine Spiders (Immortal Weapons);Drop me a line...;157
Bromley;Hi there! Bromley on the Super Heroes Chit Chat!;158
Bromley;Ready for chitchat-ting?;158
Bromley;Drop me a line...;158
Brood;Hi there! Brood on the Super Heroes Chit Chat!;159
Brood;Ready for chitchat-ting?;159
Brood;Drop me a line...;159
Brother Voodoo;Hi there! Brother Voodoo on the Super Heroes Chit Chat!;160
Brother Voodoo;Ready for chitchat-ting?;160
Brother Voodoo;Drop me a line...;160
Brotherhood of Evil Mutants;Hi there! Brotherhood of Evil Mutants on the Super Heroes Chit Chat!;161
Brotherhood of Evil Mutants;Ready for chitchat-ting?;161
Brotherhood of Evil Mutants;Drop me a line...;161
Brotherhood of Mutants (Ultimate);Hi there! Brotherhood of Mutants (Ultimate) on the Super Heroes Chit Chat!;162
Brotherhood of Mutants (Ultimate);Ready for chitchat-ting?;162
Brotherhood of Mutants (Ultimate);Drop me a line...;162
Bruce Banner;Hi there! Bruce Banner on the Super Heroes Chit Chat!;163
Bruce Banner;Ready for chitchat-ting?;163
Bruce Banner;Drop me a line...;163
Brute;Hi there! Brute on the Super Heroes Chit Chat!;164
Brute;Ready for chitchat-ting?;164
Brute;Drop me a line...;164
Bucky;Hi there! Bucky on the Super Heroes Chit Chat!;165
Bucky;Ready for chitchat-ting?;165
Bucky;Drop me a line...;165
Bug;Hi there! Bug on the Super Heroes Chit Chat!;166
Bug;Ready for chitchat-ting?;166
Bug;Drop me a line...;166
Bulldozer;Hi there! Bulldozer on the Super Heroes Chit Chat!;167
Bulldozer;Ready for chitchat-ting?;167
Bulldozer;Drop me a line...;167
Bullseye;Hi there! Bullseye on the Super Heroes Chit Chat!;168
Bullseye;Ready for chitchat-ting?;168
Bullseye;Drop me a line...;168
Bushwacker;Hi there! Bushwacker on the Super Heroes Chit Chat!;169
Bushwacker;Ready for chitchat-ting?;169
Bushwacker;Drop me a line...;169
Butterfly;Hi there! Butterfly on the Super Heroes Chit Chat!;170
Butterfly;Ready for chitchat-ting?;170
Butterfly;Drop me a line...;170
Cable;Hi there! Cable on the Super Heroes Chit Chat!;171
Cable;Ready for chitchat-ting?;171
Cable;Drop me a line...;171
Cable (Deadpool);Hi there! Cable (Deadpool) on the Super Heroes Chit Chat!;172
Cable (Deadpool);Ready for chitchat-ting?;172
Cable (Deadpool);Drop me a line...;172
Cable (Marvel: Avengers Alliance);Hi there! Cable (Marvel: Avengers Alliance) on the Super Heroes Chit Chat!;173
Cable (Marvel: Avengers Alliance);Ready for chitchat-ting?;173
Cable (Marvel: Avengers Alliance);Drop me a line...;173
Cable (Ultimate);Hi there! Cable (Ultimate) on the Super Heroes Chit Chat!;174
Cable (Ultimate);Ready for chitchat-ting?;174
Cable (Ultimate);Drop me a line...;174
Cable (X-Men: Battle of the Atom);Hi there! Cable (X-Men: Battle of the Atom) on the Super Heroes Chit Chat!;175
Cable (X-Men: Battle of the Atom);Ready for chitchat-ting?;175
Cable (X-Men: Battle of the Atom);Drop me a line...;175
